Image File,State,Plate Number,Reg_Month,Reg_Month_Status,Reg_Year,Reg_Year_Status,Top Banner/Slogan Text,Commemorative Text,Left/Corner Emblem Text,Plate Background Description,Desc_Length,Plate Style,Screw_Count,Image Orientation,Width_px,Height_px
ca241.png,CALIFORNIA,4NZK761,12.0,Known,,Partially legible,N/A (no slogan banner),,No emblem icons,Plain white background with red script 'California' wordmark and blue serial text,81,Standard passenger vehicle plate,,Landscape,191.0,96.0
ca261.png,CALIFORNIA,6LIK274,2.0,Known,2011.0,Known,N/A (no slogan banner),,No emblem icons,Plain white background with red script 'California' wordmark and blue serial text,81,Standard passenger vehicle plate,4.0,Landscape,320.0,160.0
ca286.png,CALIFORNIA,5VCF203,6.0,Known,,Partially legible,N/A (no slogan banner),,No emblem icons,Plain white background with red script 'California' wordmark and blue serial text,81,Standard passenger vehicle plate,4.0,Landscape,287.0,164.0
ca350.png,CALIFORNIA,6MBV006,3.0,Known,2012.0,Known,N/A (no slogan banner),,No emblem icons,Plain white background with red script 'California' wordmark and blue serial text,81,Standard passenger vehicle plate,4.0,Landscape,320.0,160.0
ca359.png,CALIFORNIA,6DZG261,5.0,Known,2009.0,Known,N/A (no slogan banner),,No emblem icons,Plain white background with red script 'California' wordmark and blue serial text,81,Standard passenger vehicle plate,4.0,Landscape,320.0,157.0
ca366.png,CALIFORNIA,5SIR459,,Not visible,,Not visible,N/A (no slogan banner),,No emblem icons,Plain white background with orange/red script 'California' wordmark and black serial text (older vintage-style design),118,Standard passenger vehicle plate (older black-serial design),,Landscape,320.0,156.0
ca424.png,CALIFORNIA,NTGUILTY,12.0,Known,,Partially legible,N/A (no slogan banner),,No emblem icons,White/pale blue-tinted background with red script 'California' wordmark and purple/blue serial text (personalized plate),120,Standard passenger vehicle plate (personalized),4.0,Landscape,238.0,122.0
ca519.png,CALIFORNIA,5BBM299,1.0,Known,2004.0,Known,N/A (no slogan banner),,No emblem icons,Plain white background with red script 'California' wordmark and blue serial text,81,Standard passenger vehicle plate,4.0,Landscape,320.0,158.0
ca574.png,CALIFORNIA,4CVU806,,N/A - Specimen/No sticker,,N/A - Specimen/No sticker,SESQUICENTENNIAL - 150 YEARS,California statehood 150th anniversary commemorative plate,No emblem icons,"Plain white background with red script 'California' wordmark, blue serial text, and red commemorative caption",109,Commemorative/specimen plate (Sesquicentennial series),4.0,Landscape,320.0,162.0
ca740.png,CALIFORNIA,5ALN015,2.0,Known,2004.0,Known,N/A (no slogan banner),,No emblem icons,Plain white background with red script 'California' wordmark and blue serial text,81,Standard passenger vehicle plate,4.0,Landscape,320.0,156.0
ca780.png,CALIFORNIA,SAMPLE1,,Not visible,,Not visible,N/A (no slogan banner),,No emblem icons,Plain white background with red script 'California' wordmark and blue 'SAMPLE1' serial text,91,Sample/specimen plate,,Landscape,149.0,70.0
ca857.png,CALIFORNIA,5ZJC907,6.0,Known,,Partially legible,N/A (no slogan banner),,No emblem icons,Plain white background with red script 'California' wordmark and blue serial text,81,Standard passenger vehicle plate,,Landscape,174.0,66.0
ca884.png,CALIFORNIA,I<3LEGO,,Not visible,,Not visible,N/A (no slogan banner),,Small red heart symbol (between 'I' and 'LEGO'),Plain white background with red script 'California' wordmark and blue personalized serial text,94,Personalized passenger vehicle plate,,Landscape,103.0,46.0
ca900.png,CALIFORNIA,STARK11,3.0,Known,,Partially legible,N/A (no slogan banner),,No emblem icons,Plain white background with red script 'California' wordmark and blue personalized serial text,94,Personalized passenger vehicle plate,4.0,Landscape,315.0,164.0
ca1000.png,CALIFORNIA,HALTCO2,1.0,Known,,Partially legible,N/A (no slogan banner),,No emblem icons,"Plain white background with red script 'California' wordmark and blue personalized serial text; dealer frame reads 'H. DAILEY' (top) and 'SAN LEANDRO' (bottom, partially obscured)",179,Personalized passenger vehicle plate (in dealer frame),,Landscape,320.0,130.0
ca1043.png,CALIFORNIA,5EKR790,1.0,Known,2005.0,Known,N/A (no slogan banner),,No emblem icons,Plain white background with red script 'California' wordmark and blue serial text,81,Standard passenger vehicle plate,4.0,Landscape,294.0,145.0
ca1073.png,CALIFORNIA,DUKDAWG,9.0,Known,2008.0,Known,N/A (no slogan banner),,No emblem icons,"Plain white background with red script 'California' wordmark and blue personalized serial text; dealer frame reads 'MEMBER' (top, partial)",138,Personalized passenger vehicle plate (in dealer frame),,Landscape,320.0,139.0
ca1127.png,CALIFORNIA,BUBBIE2,2.0,Known,2007.0,Known,N/A (no slogan banner),,No emblem icons,"Plain white background with red script 'California' wordmark and blue personalized serial text; dealer frame reads 'Pacific Beaches' (top) and 'Pacific ... Nissan' (bottom, partially obscured)",192,Personalized passenger vehicle plate (in dealer frame),,Landscape,320.0,131.0
ca1136.png,CALIFORNIA,5UMH719,5.0,Known,2008.0,Known,N/A (no slogan banner),,No emblem icons,Plain white background with red script 'California' wordmark and blue serial text,81,Standard passenger vehicle plate,4.0,Landscape,320.0,164.0
ca1173.png,CALIFORNIA,JAKEMRY,8.0,Known,2012.0,Known,N/A (no slogan banner),,No emblem icons,Plain white background with red script 'California' wordmark and blue personalized serial text,94,Personalized passenger vehicle plate,,Landscape,320.0,162.0
ca1194.png,CALIFORNIA,YOSPEED,1.0,Known,2012.0,Known,N/A (no slogan banner),,No emblem icons,"Plain white background with red script 'California' wordmark and blue personalized serial text; frame reads 'CIVIC' (bottom, Honda model badge)",143,Personalized passenger vehicle plate (in Honda Civic-branded frame),,Landscape,320.0,148.0
ca1218.png,CALIFORNIA,5NNY092,7.0,Known,2007.0,Known,N/A (no slogan banner),,No emblem icons,Plain white background with red script 'California' wordmark and blue serial text,81,Standard passenger vehicle plate,,Landscape,156.0,60.0
ca1543.png,CALIFORNIA,ALKATRZ,11.0,Known,2003.0,Known,N/A (no slogan banner),,No emblem icons,Plain white background with red script 'California' wordmark and blue personalized serial text,94,Personalized passenger vehicle plate,4.0,Landscape,227.0,108.0
ca1564.png,CALIFORNIA,5AOJ230,8.0,Known,2004.0,Known,N/A (no slogan banner),,No emblem icons,Plain white background with red script 'California' wordmark and blue serial text,81,Standard passenger vehicle plate,4.0,Landscape,320.0,159.0
ca1574.png,CALIFORNIA,IMJSAYN,1.0,Known,2009.0,Known,LAKE TAHOE,California Lake Tahoe conservancy specialty plate,Palm tree and mountain graphic (left side),"Blue sky gradient background with mountain range, lake, and palm tree graphic; blue 'LAKE TAHOE' banner at bottom",113,Lake Tahoe specialty/conservation plate,,Landscape,320.0,166.0
ca1591.png,CALIFORNIA,POW9999,,N/A - Specimen/No sticker,,N/A - Specimen/No sticker,N/A (no slogan banner),,No emblem icons,Plain white background with red script 'California' wordmark and blue serial text; corner ad frame reads 'nnk.net',114,Sample/specimen plate (in advertising frame),4.0,Landscape,320.0,164.0
ca1592.png,CALIFORNIA,5PPPO64,7.0,Known,2011.0,Known,N/A (no slogan banner),,No emblem icons,Plain white background with red script 'California' wordmark and blue serial text,81,Standard passenger vehicle plate,4.0,Landscape,320.0,163.0
ca1622.png,CALIFORNIA,WC6DX,,N/A - Specimen/No sticker,,N/A - Specimen/No sticker,SESQUICENTENNIAL - 150 YEARS,California statehood 150th anniversary commemorative plate,No emblem icons,"Plain white background with red script 'California' wordmark, blue serial text, and red commemorative caption",109,Commemorative/specimen plate (Sesquicentennial series),4.0,Landscape,320.0,168.0
ca1629.png,CALIFORNIA,4HFX108,1.0,Known,,Partially legible,SESQUICENTENNIAL - 150 YEARS,California statehood 150th anniversary commemorative plate,No emblem icons,"Plain white background with red script 'California' wordmark, blue serial text, and red commemorative caption",109,Commemorative plate (Sesquicentennial series),,Landscape,166.0,63.0
ca1635.png,CALIFORNIA,6FGR999,9.0,Known,2010.0,Known,N/A (no slogan banner),,No emblem icons,Plain white background with red script 'California' wordmark and blue serial text,81,Standard passenger vehicle plate,4.0,Landscape,320.0,162.0
co74.png,COLORADO,411SJW,9.0,Known,2010.0,Known,COLORADO,,No emblem icons,White background with green mountain range silhouette graphic across top and green 'COLORADO' text at bottom,108,Standard passenger vehicle plate,4.0,Landscape,320.0,161.0
co122.png,COLORADO,000XXX,,Not visible,,Not visible,COLORADO,,No emblem icons,White background with green mountain range silhouette graphic across top and green 'COLORADO' text at bottom,108,Sample/specimen plate (placeholder serial),4.0,Landscape,320.0,157.0
co184.png,COLORADO,371MHA,,Not visible,,Not visible,COLORADO,,No emblem icons,White background with green mountain range silhouette graphic across top and green 'COLORADO' text at bottom; plate shows visible wear/weathering,145,Standard passenger vehicle plate,4.0,Landscape,320.0,164.0
wy282.png,WYOMING,5501BB,6.0,Known,1991.0,Known,WYOMING,,,White plate fading to pale blue-green wave gradient at bottom; black bucking horse and rider silhouette left of serial,118,Standard passenger vehicle plate,2.0,Landscape,320.0,160.0
wy322.png,WYOMING,17692AB,,Not visible,,Not visible,WYOMING,,,White plate with pale blue-green gradient wave at bottom; black bucking horse and rider silhouette; small multicolor sticker top-left (illegible),145,Standard passenger vehicle plate,,Landscape,89.0,43.0
wy368.png,WYOMING,5503F,11.0,Known,2003.0,Known,TRK,,,Sky-blue gradient background with Devils Tower graphic at right and green grass at bottom; black bucking horse and rider silhouette left of serial,146,"Truck plate (""TRK"")",2.0,Landscape,249.0,110.0
wy369.png,WYOMING,19874J,6.0,Known,,Not visible,TRK,,,Sky-blue gradient background with faint rock formation and green grass at bottom; black bucking horse and rider silhouette left of serial,137,"Truck plate (""TRK"")",,Landscape,102.0,53.0
wy420.png,WYOMING,000000,,N/A - Specimen/No sticker,,Missing,,1939 base year plate,,Solid orange/yellow background with black embossed bucking horse and rider center; sample plate with all-zero serial,116,"Vintage base year plate (1939 sample/specimen, all-zero serial)",0.0,Landscape,320.0,127.0
wy508.png,WYOMING,3555AN,,Not visible,1989.0,Known,WYOMING,1890 Centennial 1990 (Wyoming statehood centennial),,Light blue sky gradient to white/gray mountain silhouette background; red bucking horse and rider silhouette; centennial banner text at bottom,142,Centennial commemorative passenger plate (1890-1990),0.0,Landscape,320.0,160.0
wy658.png,WYOMING,4475,5.0,Known,2009.0,Known,,,,Blue sky with clouds and Devils Tower monument graphic center-right; green trees at bottom; no bucking horse graphic (motorcycle plate),135,Motorcycle plate,2.0,Landscape,320.0,191.0
wy712.png,WYOMING,4779AC,4.0,Known,,Not visible,WYOMING,,N/A (dealer frame text 'ROCK SPRINGS' / 'HONDA-TOYOTA' surrounds plate),White/pale blue gradient background with faint mountain wave; black bucking horse and rider silhouette left of serial; dealer frame visible around plate,152,Standard passenger vehicle plate,,Landscape,252.0,125.0
wy716.png,WYOMING,2079XA,,N/A - Specimen/No sticker,,Missing,DEMO,,,Blue sky with clouds and Devils Tower monument graphic at right; green trees at bottom; black bucking horse and rider silhouette left of serial,143,Dealer demo plate,0.0,Landscape,320.0,154.0
wy963.png,WYOMING,4339C,1.0,Known,2002.0,Known,,,,Blue sky with clouds and Devils Tower monument graphic at right; green trees at bottom; black bucking horse and rider silhouette left of serial,143,Standard passenger vehicle plate,0.0,Landscape,320.0,162.0
wy1083.png,WYOMING,4434R,2.0,Known,2004.0,Known,TRK,,,Blue sky with clouds and Devils Tower monument graphic at right; green trees at bottom; black bucking horse and rider silhouette left of serial,143,"Truck plate (""TRK"")",2.0,Landscape,320.0,154.0
wy1093.png,WYOMING,299YX,12.0,Known,2004.0,Known,,,,Blue sky with clouds and Devils Tower monument graphic at right; green trees at bottom; black bucking horse and rider silhouette left of serial,143,Standard passenger vehicle plate,0.0,Landscape,320.0,159.0
wy1235.png,WYOMING,22248BH,11.0,Known,2001.0,Known,WYOMING,,,White plate with pale blue mountain range gradient and green foothills at bottom; dark blue bucking horse and rider silhouette left of serial,141,Standard passenger vehicle plate,0.0,Landscape,320.0,163.0
wy1514.png,WYOMING,1321AN,,Not visible,,Not visible,WYOMING,,,Worn white plate with faint pale blue-green wave gradient at bottom; dark blue bucking horse and rider silhouette left of serial; TRUCK text below serial,153,"Truck plate (""TRUCK"")",2.0,Landscape,254.0,130.0
wv1113.png,WEST VIRGINIA,OAM145,,Not visible,,Not visible,West Virginia,,,White plate with blue top banner; no background graphic; teal registration sticker bottom-right (illegible),107,Standard passenger vehicle plate,,Landscape,118.0,61.0
wv1256.png,WEST VIRGINIA,4N3972,,Not visible,1997.0,Known,West Virginia,,,White/light gray plate with dark blue top banner and gold pinstripes; blue registration sticker bottom-right,108,Standard passenger vehicle plate,0.0,Landscape,163.0,81.0
wv1399.png,WEST VIRGINIA,3Y1688,,Not visible,2005.0,Known,West Virginia,,,White plate with blue top banner and gold pinstripes; green registration sticker bottom-right reading 2005,106,Standard passenger vehicle plate,2.0,Landscape,236.0,113.0
wv1646.png,WEST VIRGINIA,4W5825,,Not visible,2005.0,Known,West Virginia,,,White plate with blue top banner and gold pinstripes; green registration sticker bottom-right reading 2005,106,Standard passenger vehicle plate,2.0,Landscape,320.0,163.0
wy23.png,WYOMING,1345D,4.0,Known,2002.0,Known,,,,Blue sky with clouds and Devils Tower monument graphic at right; green trees at bottom; black bucking horse and rider silhouette left of serial,143,Standard passenger vehicle plate,0.0,Landscape,320.0,158.0
fl830.png,FLORIDA,981XXH,6,Known,2010,Known,MYFLORIDA.COM,,,White background with green outline of Florida state shape; orange tree with two oranges and white blossom emblem at center; green 'SUNSHINE STATE' banner at bottom,164,Standard passenger vehicle plate,4,Landscape,320,157
fl920.png,FLORIDA,N788BY,2,Known,2010,Known,MYFLORIDA.COM,,,White background with green outline of Florida state shape; orange tree with two oranges and white blossom emblem at center; green 'ORANGE' county banner at bottom,163,Standard passenger vehicle plate,4,Landscape,320,160
fl1167.png,FLORIDA,7164HF,8,Known,2011,Known,MYFLORIDA.COM,,,Cropped white background with faint green Florida state shape outline; small orange tree emblem at center; green 'IN GOD WE TRUST' banner at bottom,147,Standard passenger vehicle plate,,Landscape,170,88
fl1225.png,FLORIDA,W772UQ,12,Known,2007,Known,MYFLORIDA.COM,,,White background with green outline of Florida state shape; orange tree with two oranges and white blossom emblem at center; green 'SUNSHINE STATE' banner at bottom,164,Standard passenger vehicle plate,4,Landscape,320,160
fl1307.png,FLORIDA,I404MY,10,Known,2011,Known,MYFLORIDA.COM,,,Small/cropped white background with faint green Florida state shape outline; orange tree emblem at center; green 'LAKE' county banner at bottom,143,Standard passenger vehicle plate,,Landscape,171,85
ga16.png,GEORGIA,ASN1074,8,Known,2007,Known,www.GEORGIA.gov,,,White background with orange/green peach emblem at center; black 'DOUGLAS' county banner at bottom; yellow-green 'GEORGIA AUG' registration sticker top-left and green '2007' sticker bottom-right,194,Standard passenger vehicle plate,,Landscape,320,157
ga31.png,GEORGIA,APM5740,10,Known,,Not visible,www.GEORGIA.gov,,,White background with orange/green peach emblem at center; black 'CHATHAM' county banner at bottom; 'GEORGIA OCT' sticker top-left and green 'OCT' sticker bottom-right,167,Standard passenger vehicle plate,,Landscape,320,163
ga151.png,GEORGIA,BVN0669,4,Known,,Not visible,GEORGIA.gov,,,White background with orange/green peach emblem at center; black 'CLAYTON' county banner at bottom; blue 'CLAYTON APR' registration sticker bottom-right,152,Standard passenger vehicle plate,,Landscape,320,153
ga1260.png,GEORGIA,BJL3833,12,Known,2009,Known,GEORGIA.gov,,,White background with orange/green Georgia-state-shape peach emblem at center; black 'JACKSON' county banner at bottom; green 'DEC 2009' registration sticker bottom-right,170,Standard passenger vehicle plate,,Landscape,320,156
ga1314.png,GEORGIA,HW1155,1,Known,2011,Known,GEORGIA.gov,Children's Healthcare of Atlanta specialty plate,"Children's Healthcare of Atlanta logo (two cartoon children figures, left side)",White background with Children's Healthcare of Atlanta logo at left; black 'CHEROKEE' county banner at bottom; blue 'JAN 11' registration sticker bottom-right,158,Children's Healthcare of Atlanta specialty plate,,Landscape,320,159
ga1484.png,GEORGIA,BMN2079,2,Known,2011,Known,GEORGIA.gov,,,White background with orange/green peach emblem at center; black 'IN GOD WE TRUST' banner at bottom; blue 'FEB 11' registration sticker bottom-right,148,Standard passenger vehicle plate,,Landscape,320,162
hi72.png,HAWAII,WH6KO,10,Known,2014,Known,HAM RADIO,Amateur radio (HAM) specialty plate,'HAWAII' state name banner below 'HAM RADIO' top banner,White background with pastel rainbow arc graphic; black 'ALOHA STATE' text at bottom partly obscured by trailer hitch/bolt; yellow 'OCT 2014' registration sticker top-right,172,Amateur (HAM) radio specialty plate,2,Landscape,320,144
hi89.png,HAWAII,HWR837,,Not visible,,Not visible,HAWAII,,,White background with pastel rainbow arc graphic; black 'ALOHA STATE' text at bottom; blank white inspection sticker box top-right (no sticker visible),151,Standard passenger vehicle plate,,Landscape,320,162
fl26.png,FLORIDA,615KPI,10,Known,2011,Known,MYFLORIDA.COM,,,Small/cropped white background with faint green Florida state shape outline; orange tree emblem at center; green 'SUNSHINE STATE' banner at bottom,146,Standard passenger vehicle plate,,Landscape,172,87
fl227.png,FLORIDA,FLNGPOO,,Not visible,,Not visible,MYFLORIDA.COM,,,White background with green outline of Florida state shape; orange tree with two oranges and white blossom emblem splitting personalized serial; green 'SUNSHINE STATE' banner at bottom; blank 'DECAL' box top-right (no sticker visible),234,Personalized passenger vehicle plate,,Landscape,320,155
fl234.png,FLORIDA,H507VU,4,Known,2010,Known,MYFLORIDA.COM,,,White background with green outline of Florida state shape; orange tree with two oranges and white blossom emblem at center; green 'PINELLAS' county banner at bottom,165,Standard passenger vehicle plate,4,Landscape,320,166
fl512.png,FLORIDA,CUSTOM,1,Known,,Partially legible,FLORIDA,,,Small/cropped white background with single orange and leaf emblem splitting personalized 'CUS TOM' serial; green 'SUNSHINE STATE' banner at bottom; yellow 'JUN' registration sticker top-left,190,Personalized passenger vehicle plate (older 'FLORIDA' banner design),,Landscape,200,119
fl559.png,FLORIDA,707YCC,7,Known,2012,Known,MYFLORIDA.COM,,,White background with green outline of Florida state shape; orange tree with two oranges and white blossom emblem at center; green 'SUNSHINE STATE' banner at bottom,164,Standard passenger vehicle plate,4,Landscape,320,160
